cpu_usage,memory_usage,response_time,error_count,disk_usage,network_latency,failure
87,17,123,7,53,177,0
15,22,487,3,35,157,0
76,94,418,8,55,24,0
89,44,275,9,47,38,0
16,32,356,7,84,64,0
61,55,357,4,72,162,0
23,24,397,5,61,210,0
82,11,364,4,38,97,1
24,70,62,5,63,222,0
30,85,474,0,49,93,0
44,73,61,3,63,177,0
75,61,99,8,46,44,0
11,45,362,3,53,207,0
44,76,483,1,43,225,0
91,78,298,5,75,51,0
87,76,168,1,26,247,0
29,56,106,2,87,92,0
91,92,231,6,70,161,0
19,11,499,3,27,166,0
34,53,313,0,75,24,0
75,73,155,8,77,152,0
34,90,240,5,88,205,0
63,87,186,8,27,155,0
42,37,237,2,85,104,0
45,63,169,4,43,251,0
23,83,291,8,61,117,0
74,76,368,5,73,223,0
89,45,121,1,35,29,0
63,72,292,0,23,293,0
61,34,180,8,78,107,0
12,95,318,0,65,83,0
50,57,442,4,32,20,0
15,48,101,0,56,63,0
34,56,111,4,73,198,0
22,30,168,4,68,129,1
17,39,414,6,77,36,1
30,40,313,6,38,182,0
77,35,288,9,37,223,0
34,31,400,0,79,104,0
88,30,430,8,36,107,0
77,10,304,0,30,122,0
54,46,222,4,34,247,0
69,86,358,6,36,123,0
21,94,286,7,24,11,1
41,55,368,1,80,14,0
22,18,144,0,23,285,1
40,26,386,3,75,46,0
87,56,106,3,67,51,0
29,94,487,9,67,100,1
27,68,452,5,54,250,0
69,63,116,0,52,228,0
72,95,95,0,40,118,1
15,21,143,2,24,36,0
41,73,187,4,83,157,0
52,15,418,5,88,221,0
11,62,142,4,40,250,0
69,25,281,4,51,276,0
32,99,451,8,37,265,0
92,14,445,1,77,11,0
40,82,98,0,43,209,1
14,55,72,5,24,268,1
92,23,111,8,72,293,0
43,53,316,6,74,206,0
19,72,378,7,24,120,0
98,61,167,4,88,216,0
11,35,489,9,60,164,1
20,62,137,3,26,133,0
59,38,138,5,20,152,0
40,28,104,2,71,82,0
65,56,202,0,45,266,0
88,17,288,3,82,56,0
82,32,314,8,31,262,0
96,44,317,3,89,225,0
92,62,444,0,38,43,0
18,67,162,3,23,252,0
30,14,215,6,24,292,0
82,25,205,2,73,258,1
37,26,57,9,89,120,0
71,41,251,5,76,201,0
16,61,266,0,71,218,0
89,29,480,3,37,96,0
25,75,341,2,83,36,0
13,93,430,0,29,97,0
13,91,99,2,42,236,1
49,10,156,3,87,135,1
26,67,58,4,71,227,0
61,92,282,5,66,17,0
61,53,237,1,89,25,0
45,15,372,1,45,18,0
47,59,358,5,89,111,0
59,81,387,4,62,132,0
72,97,159,0,88,36,0
72,29,194,2,82,173,1
71,23,277,4,85,292,0
16,14,358,1,82,85,0
36,50,461,0,32,186,0
95,49,163,8,70,194,1
23,43,112,4,24,259,0
80,89,448,1,66,170,1
95,54,324,9,55,260,1
14,80,173,3,55,202,1
64,89,135,2,69,217,0
11,80,119,6,75,49,0
71,36,96,0,38,17,1
30,87,248,9,39,56,1
88,87,413,3,41,269,0
30,53,481,6,50,47,0
19,42,250,9,81,11,0
96,42,325,4,63,234,1
67,53,86,3,87,48,0
48,29,252,3,86,176,0
14,45,179,1,68,106,0
74,16,497,7,78,227,0
22,41,341,3,23,72,1
94,76,438,1,58,126,0
99,48,113,8,26,81,0
94,33,312,9,68,209,0
62,95,169,6,34,175,1
91,79,327,2,26,222,0
54,97,251,6,66,197,0
41,96,95,0,87,157,0
45,63,217,0,64,45,0
90,47,494,3,38,27,1
69,83,159,3,66,190,0
20,89,95,3,72,220,0
72,84,261,8,46,47,0
30,41,77,5,24,117,0
61,54,136,2,79,235,1
64,70,340,5,81,114,0
35,79,434,1,78,142,0
77,97,206,1,80,109,1
43,62,314,6,75,144,0
61,60,314,2,66,259,0
91,85,71,6,67,79,0
61,65,305,2,29,237,0
38,36,240,1,51,216,0
47,47,499,3,84,62,0
51,71,281,3,43,42,0
30,27,235,2,48,266,0
51,73,375,8,26,216,0
22,86,232,5,36,142,0
73,39,446,4,44,286,1
26,58,452,5,55,62,0
18,50,466,7,80,277,0
50,22,251,4,54,57,0
10,43,114,3,69,210,0
11,34,493,6,75,9,0
69,75,445,4,84,111,0
57,27,92,3,60,247,0
38,14,270,4,44,152,0
19,28,66,3,53,183,1
67,51,373,7,27,178,0
69,27,334,7,75,143,0
30,41,232,0,49,179,0
37,30,440,2,87,257,0
84,19,93,3,40,254,0
43,46,438,1,29,140,0
17,58,237,4,52,26,0
68,95,439,7,23,42,0
95,22,312,1,42,31,0
81,64,223,8,88,286,0
58,26,490,6,72,283,0
88,18,103,5,24,124,0
26,97,269,7,37,257,0
69,53,95,1,36,69,0
96,87,443,4,77,78,1
97,55,309,3,86,178,0
54,17,244,7,75,264,0
92,46,458,0,59,289,0
78,28,396,2,21,77,0
41,72,110,9,40,83,0
53,55,215,7,71,48,0
74,80,209,4,43,237,0
96,35,200,3,72,7,0
17,55,160,5,57,83,0
86,55,86,4,39,185,0
81,84,52,2,69,143,0
96,23,62,4,58,11,0
52,94,211,3,79,217,0
10,72,393,0,58,5,0
60,81,498,0,52,188,0
33,12,381,6,48,255,0
33,37,313,3,29,219,1
26,38,132,0,86,81,0
14,96,314,5,22,47,0
29,27,461,0,50,161,0
30,44,383,7,46,22,0
67,86,429,8,89,224,0
40,85,268,2,46,77,1
20,56,195,6,28,194,0
61,14,347,4,25,266,0
24,84,346,2,25,148,1
92,68,210,4,45,133,0
16,84,278,9,62,282,0
37,68,283,6,38,194,0
60,56,138,6,35,155,0
67,22,382,8,42,99,0
14,87,359,7,48,42,1
14,98,264,3,57,160,0
17,42,469,4,78,46,0
73,71,146,4,67,130,0
19,88,262,9,39,81,1
47,25,403,1,40,100,0
90,53,361,6,47,267,0
17,67,149,6,69,229,1
34,15,194,8,52,115,0
82,98,59,8,59,242,0
75,24,93,3,73,209,0
88,13,300,4,29,292,0
59,65,435,6,53,267,0
76,73,276,9,55,80,0
58,77,447,6,26,147,0
45,43,298,9,35,89,0
77,65,218,7,70,256,0
87,41,179,7,80,236,1
50,18,68,1,50,299,1
98,72,385,8,51,134,0
71,81,284,3,64,289,1
19,87,394,0,46,33,1
30,42,50,0,41,232,0
45,96,179,4,34,298,1
21,30,76,6,27,11,1
11,64,51,4,87,34,0
22,85,299,2,27,219,0
62,66,271,6,35,119,0
41,11,484,0,67,219,0
25,22,187,0,53,168,0
41,13,324,1,76,174,1
41,93,190,0,24,225,0
20,59,481,8,63,264,0
19,57,305,3,56,216,0
24,87,419,6,47,265,0
26,39,361,4,87,134,0
49,38,489,6,57,109,0
27,17,483,6,65,58,0
64,21,144,0,45,112,1
82,50,222,0,72,293,0
34,35,492,2,82,259,0
68,59,472,9,82,282,0
87,11,454,1,57,51,0
98,64,488,6,34,138,0
31,65,106,2,28,28,0
39,23,151,6,41,121,0
93,15,218,8,89,243,0
94,90,119,0,75,45,0
53,98,387,2,56,254,0
41,70,98,5,76,93,0
60,21,477,8,79,96,0
55,22,468,4,31,85,0
30,28,396,2,26,134,0
41,53,54,7,85,95,1
48,98,251,4,60,104,0
21,68,251,5,43,82,0
56,46,228,1,44,47,0
27,34,106,3,81,127,0
30,25,235,0,63,292,0
22,47,141,3,21,27,0
30,52,341,0,61,148,0
17,96,443,3,52,262,0
55,23,483,1,36,11,0
16,15,276,5,82,281,0
32,98,470,5,41,190,0
84,32,161,7,20,99,0
95,69,197,8,89,29,0
31,21,318,7,73,295,0
98,22,252,0,33,231,0
31,15,427,2,72,177,0
38,72,414,5,25,139,0
22,47,452,0,83,292,0
91,59,397,7,52,73,0
11,61,407,5,63,285,0
38,49,105,0,53,235,0
94,17,350,9,53,262,0
88,70,365,1,43,177,0
61,17,234,5,21,36,1
36,43,103,9,27,204,0
59,88,86,7,44,84,1
88,69,260,4,51,79,0
32,66,342,0,75,268,0
97,55,319,9,26,89,0
53,31,400,1,67,221,0
86,96,269,3,73,125,0
31,49,277,3,82,24,0
52,54,477,6,21,153,0
46,64,407,1,54,11,0
70,60,260,6,41,90,0
65,95,347,6,83,151,0
12,14,50,6,78,191,0
72,22,72,2,68,197,1
28,37,497,5,71,286,0
32,93,333,5,40,192,0
38,89,437,3,31,22,0
39,71,474,0,30,153,1
48,96,237,8,73,50,0
34,33,67,1,89,16,0
17,16,496,8,33,234,0
67,47,494,7,52,117,0
25,46,98,0,45,164,0
81,77,96,6,33,231,0
10,51,164,9,67,187,0
14,95,88,2,84,59,0
12,14,266,9,65,270,0
74,73,259,9,74,39,0
13,59,311,8,87,84,0
73,96,260,4,31,10,0
98,24,102,2,73,131,0
19,82,330,7,83,72,0
30,62,404,2,66,194,0
55,34,370,6,56,248,0
36,98,182,6,60,13,1
75,94,498,6,46,161,0
50,18,313,0,61,75,0
22,47,344,4,87,138,0
18,31,160,0,48,253,0
45,96,92,6,55,48,0
95,58,387,7,76,120,0
99,77,287,6,31,232,1
67,24,428,0,64,61,0
63,74,438,2,39,248,1
21,63,296,9,64,61,0
90,39,53,2,42,147,0
87,29,413,6,81,196,0
23,42,398,3,53,11,0
43,95,434,2,40,279,0
62,86,399,5,70,138,1
29,16,361,9,28,43,1
84,17,222,5,29,197,0
25,37,242,9,71,29,0
79,54,52,4,64,106,1
65,82,327,5,71,155,0
92,98,105,2,49,221,0
67,89,323,9,83,234,0
13,83,458,4,21,271,0
13,20,225,8,68,166,0
29,40,165,3,64,291,0
19,21,133,1,36,170,0
33,87,208,4,47,251,0
35,60,335,2,64,178,0
46,53,129,2,36,13,1
94,59,115,3,78,280,1
63,26,258,3,33,63,0
30,44,59,4,29,89,0
83,10,248,6,37,154,1
47,38,108,3,54,64,0
55,60,283,6,67,129,1
13,73,356,8,77,45,0
69,13,293,2,37,177,0
66,96,428,4,71,264,0
54,37,442,3,49,177,1
29,25,103,8,56,190,0
26,72,495,4,59,245,0
80,85,386,9,25,98,0
13,62,442,1,54,67,0
23,94,58,9,45,225,0
12,26,150,0,49,12,0
97,49,457,6,43,217,1
89,22,344,0,74,213,0
67,61,252,7,28,213,0
64,67,441,8,81,89,0
13,46,202,6,37,211,0
33,88,159,8,70,157,0
43,85,371,9,38,165,0
39,70,315,5,88,120,0
91,88,422,6,52,255,0
28,43,201,2,57,187,1
40,79,132,8,32,168,0
69,26,492,2,68,84,0
69,29,464,5,72,11,0
28,82,444,3,20,91,0
58,68,183,8,31,12,0
72,78,375,0,43,40,1
92,96,209,8,20,255,1
31,42,88,3,87,104,0
33,87,225,9,26,83,0
85,26,62,4,88,290,0
39,66,364,0,58,275,0
67,92,116,0,51,225,0
40,10,489,5,68,200,0
73,22,297,9,50,230,0
28,36,90,0,22,91,0
57,79,233,1,66,62,0
54,68,84,2,34,174,1
64,15,471,6,70,101,0
64,32,386,1,40,150,0
27,19,339,4,60,22,1
72,60,125,8,22,188,0
56,28,119,9,20,147,0
84,60,283,7,40,66,0
66,96,60,7,40,167,0
54,77,417,1,68,44,0
42,93,332,0,84,183,0
26,92,353,8,60,239,0
79,51,73,9,86,64,1
13,66,323,3,61,232,0
29,77,76,8,88,243,0
56,47,103,6,76,60,0
24,71,104,5,62,238,0
79,16,425,9,31,88,0
56,80,282,8,83,207,0
87,59,326,9,70,45,0
84,61,492,3,79,21,0
18,35,420,0,47,109,1
99,35,467,4,33,29,0
25,28,169,5,51,97,0
78,18,274,5,27,219,1
70,70,107,0,46,188,0
19,29,304,6,69,221,0
59,59,225,7,78,155,1
12,89,103,4,76,262,0
86,90,195,1,22,123,0
79,31,308,1,46,138,1
90,22,201,4,53,211,0
60,21,434,6,45,267,0
28,19,311,6,59,194,0
51,74,68,3,51,162,0
44,39,391,2,60,80,0
55,17,420,8,21,56,0
35,30,220,6,26,230,1
78,31,428,1,38,98,0
73,27,441,0,52,296,0
46,75,246,1,21,295,1
93,57,485,2,86,182,0
58,53,122,4,34,110,0
30,18,352,2,40,80,1
83,76,134,9,78,8,0
73,63,333,8,58,191,0
14,35,351,9,39,24,0
79,94,181,3,20,279,0
99,35,169,6,28,140,0
13,43,265,3,70,31,0
48,17,185,2,57,140,1
44,19,165,9,34,22,0
10,57,110,0,60,289,0
33,64,66,8,66,142,0
66,63,83,0,45,236,0
79,87,69,0,73,261,0
50,49,257,0,89,223,0
63,24,211,4,58,136,0
55,90,348,6,36,260,0
69,27,59,6,89,100,0
69,32,143,9,28,278,0
66,71,463,0,65,19,0
40,55,420,5,25,183,0
93,96,458,8,87,264,0
33,48,432,5,35,92,0
98,24,490,3,48,98,0
45,62,415,9,60,32,0
94,97,496,8,87,189,0
39,73,156,2,81,79,0
33,72,154,9,59,58,0
39,89,120,3,81,51,0
95,25,480,3,43,252,0
16,79,133,3,25,238,0
44,75,258,5,59,122,0
64,22,308,6,89,264,0
23,56,288,8,77,234,0
19,18,351,2,33,294,0
89,72,281,7,64,245,0
25,43,469,7,25,186,0
63,90,331,0,42,105,0
98,38,443,4,81,252,0
86,46,467,9,36,117,0
79,52,255,4,89,225,1
53,95,313,7,47,152,0
82,73,360,7,32,201,0
54,33,396,1,48,73,0
65,80,443,2,64,292,0
93,43,234,1,39,28,0
91,57,163,0,77,190,0
66,21,128,1,73,174,0
30,32,406,9,83,295,0
77,88,391,5,71,36,0
59,22,350,0,62,180,0
42,96,99,5,37,181,1
16,54,369,0,73,294,0
79,74,144,1,79,148,0
24,56,307,7,20,15,1
91,67,478,5,56,151,0
41,14,400,8,68,199,0
84,86,111,0,54,80,0
29,14,191,4,86,164,0
97,69,379,6,54,104,0
24,30,271,8,28,120,1
57,33,405,8,56,87,0
80,27,160,3,79,67,1
30,30,153,3,75,136,0
51,63,64,3,31,252,0
35,19,319,2,23,135,0
23,33,208,7,80,162,0
66,94,206,4,64,220,0
46,98,76,6,69,38,1
67,69,134,9,69,283,0
30,66,58,5,67,19,0
91,32,325,8,42,119,0
78,31,276,2,27,61,0
12,77,235,5,48,146,1
96,43,128,2,62,211,0
99,79,265,1,72,144,0
46,37,482,2,25,111,0
97,48,106,1,43,295,0
58,51,193,1,33,82,0
28,32,405,9,71,6,0
98,79,380,6,89,278,0
94,89,441,9,23,39,0
21,11,116,2,77,269,1
70,33,324,7,56,222,1
50,26,154,1,67,71,0
42,74,469,6,58,73,0
59,79,237,2,85,228,0
77,78,213,8,32,298,1
80,69,316,6,85,207,0
95,59,100,8,79,85,0
42,21,175,1,60,70,0
90,56,129,5,51,284,0
33,76,232,4,71,265,0
70,74,359,1,24,281,0
70,36,66,3,86,10,0
37,57,495,3,85,136,0
67,97,219,7,71,269,0
52,71,329,6,68,72,0
50,53,450,4,48,130,0
48,28,353,8,57,175,0
95,68,389,0,89,33,0
58,17,263,3,27,180,0
26,64,247,4,78,296,0
79,56,56,7,74,109,0
79,11,447,2,21,49,0
74,48,60,4,45,105,1
83,54,61,2,82,230,0
94,41,159,6,36,108,1
14,74,182,9,78,266,0
11,47,438,2,35,257,0
31,86,177,6,77,169,0
66,20,197,1,83,296,0
75,19,103,6,69,216,0
83,68,360,8,45,148,0
25,99,491,4,36,240,0
60,64,128,5,65,26,0
48,29,395,9,87,73,1
95,90,146,2,69,73,1
85,26,298,9,62,250,0
97,77,176,4,67,67,0
49,14,79,4,87,241,0
47,69,73,2,38,23,0
69,32,250,7,44,235,0
68,55,180,5,37,233,0
19,61,171,2,70,131,0
73,19,405,0,37,150,0
72,55,481,9,77,118,1
58,37,376,0,83,247,1
73,52,199,9,76,149,0
41,35,63,1,36,45,0
16,64,353,9,78,165,1
30,57,78,4,86,81,0
29,38,99,6,34,172,0
35,36,289,0,45,288,1
77,27,443,0,67,114,0
95,69,332,3,33,199,1
24,83,384,9,28,232,0
94,78,401,5,26,171,1
88,83,205,8,74,25,0
95,30,186,0,31,169,0
23,33,376,9,36,134,0
36,12,385,4,27,266,0
49,71,203,8,61,56,0
67,11,130,7,56,265,0
37,75,136,6,39,179,0
35,51,313,9,20,100,1
72,43,307,1,28,44,0
75,51,234,8,43,213,0
34,29,229,7,53,146,0
12,77,235,9,55,262,0
81,54,172,9,23,171,0
53,84,426,8,48,195,0
51,51,145,8,35,123,0
15,56,142,8,27,150,0
48,14,52,2,58,133,0
61,98,441,6,77,149,1
32,58,492,0,31,58,0
98,46,51,8,63,126,0
59,43,495,8,23,128,1
52,82,420,2,44,171,0
28,79,354,4,89,147,0
78,27,406,7,86,26,0
60,87,197,5,58,280,0
20,28,334,9,43,281,0
21,87,194,9,25,119,1
83,49,379,8,52,276,0
17,26,410,2,67,172,0
33,69,455,6,86,281,0
50,51,311,5,21,268,0
45,90,111,4,57,254,0
94,81,275,3,59,259,0
81,74,80,4,75,62,0
64,62,239,3,40,9,0
18,16,424,2,54,115,0
56,14,317,6,86,290,0
24,33,61,5,79,269,0
57,37,240,3,42,253,1
91,71,449,8,84,99,0
51,26,74,0,82,189,0
69,29,455,0,42,233,0
93,12,140,8,61,266,1
79,46,137,6,83,123,0
21,99,381,1,85,238,0
11,24,323,9,60,286,0
16,60,350,4,39,206,0
89,57,160,3,28,266,0
12,17,129,0,76,57,0
12,22,373,8,36,165,0
36,57,189,5,37,248,0
49,12,482,5,82,98,0
42,74,466,3,45,44,0
10,82,263,1,32,284,0
17,40,496,7,36,96,0
41,35,67,7,45,42,0
57,90,103,2,25,247,0
13,65,417,6,23,140,0
79,43,146,6,26,68,0
28,18,332,4,36,205,0
41,71,283,4,69,266,1
18,22,289,7,25,179,1
21,78,383,3,49,181,0
20,50,458,0,75,89,0
55,86,467,0,58,164,0
25,10,393,8,33,186,0
10,98,493,3,73,40,0
72,56,103,0,41,103,0
30,13,136,1,76,230,0
39,72,310,9,60,41,0
22,61,285,6,29,277,0
43,19,172,1,21,276,0
13,37,469,0,86,190,0
37,15,103,9,67,53,0
68,36,265,8,61,98,0
36,21,469,4,30,230,0
78,71,246,3,31,9,0
34,61,88,3,33,178,0
12,57,414,0,49,187,1
77,76,277,2,79,77,0
34,55,286,0,49,149,0
29,83,181,4,57,156,0
43,24,379,4,84,60,0
35,80,370,8,66,187,0
14,45,217,7,58,126,0
70,23,86,4,68,248,0
18,87,116,4,77,208,0
59,12,160,6,36,83,1
15,76,464,1,25,20,0
92,95,268,6,34,130,0
69,28,258,0,86,91,0
53,85,430,4,47,282,1
20,63,136,5,63,47,0
75,78,352,9,37,83,0
56,19,460,0,51,281,0
82,42,228,8,88,268,1
94,22,453,8,63,232,0
97,60,62,0,89,129,0
95,41,496,3,82,110,0
12,84,349,7,77,234,1
85,33,457,1,66,138,0
39,44,174,7,36,85,0
99,92,424,9,58,113,1
30,79,282,8,78,179,0
37,49,300,8,26,168,0
99,63,436,0,82,129,0
71,53,175,8,76,27,0
42,71,284,3,53,66,0
94,77,187,7,72,216,0
44,42,498,8,85,256,0
61,86,98,2,67,100,0
43,65,429,5,79,213,0
50,45,235,2,62,61,0
60,63,254,0,23,238,1
56,28,127,9,71,69,0
91,52,435,5,51,297,0
67,21,243,4,70,21,1
84,20,152,2,29,139,0
66,79,154,3,31,134,0
32,21,425,1,58,41,0
57,50,336,9,87,254,0
31,34,373,9,29,61,0
26,12,260,3,29,14,0
78,12,299,3,42,85,0
20,93,342,2,32,94,0
24,37,250,5,67,124,0
44,32,73,0,63,106,0
42,57,349,8,83,31,1
93,76,132,9,59,265,0
25,51,346,2,25,65,0
43,97,228,2,62,140,0
75,49,347,2,51,101,0
49,15,413,6,68,153,0
37,29,255,7,38,231,0
56,20,89,1,71,281,0
48,36,353,0,71,232,0
79,30,162,4,53,253,0
82,22,389,7,78,262,0
29,95,53,2,24,224,0
10,44,157,5,85,240,0
81,56,365,2,60,24,0
96,95,163,5,53,142,0
72,37,216,3,73,193,0
76,30,310,6,39,109,0
13,27,155,9,73,102,1
67,40,273,0,85,274,1
34,69,311,0,37,157,0
56,46,300,4,63,222,0
47,30,63,8,67,25,0
24,23,247,4,54,276,0
72,98,175,3,58,206,1
30,69,255,7,22,164,0
66,32,189,4,38,68,0
62,38,111,0,37,88,0
55,56,332,6,24,77,0
23,39,103,3,74,64,0
85,99,395,9,32,151,1
26,93,61,4,53,51,0
48,47,185,5,37,227,0
18,92,379,6,87,162,0
86,36,193,1,62,51,0
88,98,485,0,84,293,0
91,96,331,2,60,214,1
15,24,185,9,57,25,0
32,68,350,0,57,235,0
68,12,270,3,32,109,0
55,19,389,5,41,130,0
47,88,258,4,48,72,0
23,89,452,3,28,30,0
81,26,450,6,87,165,0
71,92,408,5,36,112,1
44,20,429,2,56,293,0
28,57,498,8,83,88,0
39,14,172,4,86,45,0
87,78,165,9,23,204,0
93,73,206,0,59,40,1
34,23,319,5,35,238,0
49,59,66,4,30,246,0
97,35,318,9,45,24,0
23,81,398,7,84,156,0
35,78,268,3,21,175,0
96,16,368,0,64,220,0
31,25,287,1,62,236,0
57,64,82,7,22,20,1
92,87,334,9,53,287,0
60,65,86,7,84,169,0
12,13,152,4,83,273,0
51,57,260,5,26,183,0
28,26,479,1,54,262,0
82,45,329,8,41,80,0
37,79,191,5,67,109,0
93,89,288,8,51,91,0
54,47,278,9,45,18,0
80,71,182,2,25,290,0
87,57,174,5,65,251,0
72,19,102,9,74,245,0
82,45,137,4,74,13,0
28,38,147,8,76,28,1
56,87,419,9,82,116,0
23,13,144,0,20,221,0
47,53,463,8,40,232,0
62,65,237,4,39,36,0
70,51,425,0,48,281,0
45,22,305,9,62,174,1
49,55,122,7,64,235,0
90,91,461,6,84,74,0
39,42,411,5,22,115,0
18,30,331,1,39,93,0
73,89,67,4,56,6,0
42,88,213,2,57,60,0
61,66,441,1,64,162,0
98,78,195,9,61,275,0
23,79,363,0,65,278,0
84,76,302,8,79,36,0
62,57,209,1,32,274,0
68,85,398,0,50,194,0
87,42,98,6,87,214,0
50,45,225,8,81,26,0
77,42,376,5,68,18,1
77,40,114,7,37,210,1
17,30,338,6,72,38,0
11,36,99,8,37,60,0
95,81,53,6,70,244,0
50,71,168,5,60,67,0
64,35,389,0,86,84,0
25,75,422,8,84,44,0
71,21,213,9,25,298,1
57,31,272,4,56,283,0
39,26,407,1,31,260,0
21,16,205,7,21,114,0
44,77,436,3,72,52,0
20,46,311,2,44,236,0
73,47,222,0,47,86,0
59,20,72,4,64,178,0
94,10,440,2,56,117,1
30,34,425,3,36,282,0
78,51,110,8,88,44,0
57,61,405,6,75,34,0
29,33,370,4,77,259,0
76,62,183,7,23,244,1
53,65,73,5,74,187,0
42,72,342,9,68,188,0
82,90,94,1,57,46,0
70,17,228,6,64,131,0
18,68,405,0,49,86,0
77,54,407,2,56,237,0
44,36,478,0,75,196,0
90,61,112,0,46,5,1
97,27,78,4,51,211,0
74,95,406,5,30,201,0
17,25,414,2,77,287,0
54,75,145,2,54,21,1
96,14,458,2,36,173,0
56,91,315,0,49,190,0
49,12,340,4,37,126,0
85,90,104,0,49,228,0
63,89,202,9,35,131,0
85,79,268,9,73,170,0
55,16,222,2,23,126,1
56,59,145,5,34,224,0
24,23,172,5,46,283,0
28,47,61,2,23,152,0
35,88,53,8,54,296,0
61,56,411,7,82,251,0
31,42,395,2,85,192,1
30,52,116,4,58,15,0
60,38,194,4,47,288,1
47,66,114,4,53,49,0
29,14,131,2,52,128,1
38,69,154,4,69,251,0
60,79,230,4,79,163,0
13,11,389,3,61,271,0
64,79,490,3,47,296,0
80,52,154,1,46,82,1
37,13,275,8,20,295,0
13,65,420,6,27,155,0
31,68,77,0,65,289,0
85,98,65,4,43,155,0
54,18,326,1,59,128,0
76,12,382,9,70,232,0
95,99,347,5,43,276,1
75,57,103,6,41,221,1
97,52,337,1,87,151,0
43,10,163,5,27,222,0
64,66,87,2,77,100,0
10,62,419,8,34,54,0
81,25,279,3,27,47,0
96,60,215,2,61,23,1
47,84,231,2,58,117,0
15,99,493,1,54,217,0
95,64,254,8,60,22,0
34,10,415,7,67,138,1
91,99,294,4,63,295,0
26,37,408,8,54,18,0
70,62,382,1,46,68,0
21,67,480,5,84,167,0
15,82,445,6,89,262,0
99,69,358,5,85,10,1
36,68,466,2,82,125,0
17,31,461,9,48,157,0
92,17,170,9,50,182,0
74,58,308,9,83,67,1
66,51,259,8,72,262,0
49,36,459,7,87,69,0
23,48,359,7,44,191,0
44,92,345,7,32,231,0
57,34,243,8,59,203,0
93,47,117,0,26,298,0
65,94,163,7,51,255,0
58,33,269,1,43,197,0
22,33,269,3,20,123,0
70,69,267,0,66,183,0
58,92,286,5,70,56,0
55,59,480,9,55,114,0
71,75,435,0,46,228,0
17,23,347,4,89,102,0
52,62,467,8,61,52,0
29,41,143,0,87,105,0
99,57,302,8,89,244,0
48,48,454,3,32,78,0
94,49,406,2,44,42,0
58,51,477,7,41,220,0
73,86,264,5,40,140,0
71,85,429,6,34,10,0
63,17,307,8,86,251,0
18,88,396,4,56,201,0
97,35,289,1,64,115,0
46,21,364,2,45,292,0
58,52,263,2,74,42,0
50,60,147,3,69,119,0
26,91,65,9,54,189,0
97,72,453,6,60,216,0
30,58,203,9,30,259,1
60,36,65,5,27,117,0
68,18,247,2,73,274,0
48,48,157,6,20,179,0
64,74,72,3,39,23,0
50,80,91,9,53,207,0
48,99,86,7,76,130,0
22,80,377,6,32,258,0
73,16,439,6,73,259,0
20,81,214,8,72,292,0
28,89,165,7,71,296,0
20,76,199,0,25,156,0
86,19,55,6,55,203,0
55,80,81,2,44,203,0
54,94,194,3,77,179,1
10,62,343,5,74,274,0
49,96,450,4,22,184,0
28,66,342,7,47,222,0
85,95,456,1,87,122,0
81,36,226,4,57,27,0
81,63,494,4,53,129,0
70,13,226,2,32,88,0
21,97,110,9,24,203,0
70,32,126,4,79,191,0
42,57,465,3,36,96,0
54,92,432,4,76,186,0
99,51,135,9,50,231,0
78,12,240,8,84,203,0
17,12,56,6,85,239,0
34,37,455,0,52,48,1
55,72,134,2,23,80,1
96,90,311,8,74,145,0
39,40,494,3,43,186,0
56,19,447,3,51,123,0
96,58,449,9,66,44,0
58,95,308,5,35,264,1
56,30,442,2,40,248,0
93,62,96,2,86,133,0
91,96,390,8,50,10,0
27,85,143,4,33,70,0
75,98,475,6,25,223,0
77,63,475,4,88,150,0
42,66,273,5,48,238,0
45,29,328,7,74,33,0
91,58,52,7,56,165,0
28,16,178,1,78,135,0
37,38,372,8,55,152,0
49,57,298,9,78,86,0
93,22,278,5,83,87,1
85,12,376,6,62,77,0
24,11,180,2,61,218,0
50,25,277,3,79,30,1
48,15,226,5,81,294,0
11,54,372,6,83,75,0
72,80,360,5,77,181,0
38,14,437,4,21,93,1
83,65,80,1,27,181,0
75,80,115,6,75,31,0
60,41,255,4,55,293,0
84,58,150,8,88,67,0
86,22,369,3,32,23,1
19,39,80,9,58,282,0
23,34,422,1,25,71,0
91,94,240,6,38,242,0
60,69,115,6,44,141,0
82,68,464,0,22,167,0
48,94,352,4,72,297,0
37,37,284,2,47,32,0
12,67,327,8,45,260,0
93,29,251,8,66,295,0
79,43,399,6,27,116,0
36,14,274,8,76,244,0
11,91,132,1,74,247,0
47,69,95,9,20,157,0
12,52,138,7,59,269,1
25,66,235,9,42,56,0
49,66,424,9,73,269,0
11,84,238,9,61,58,1
90,63,295,0,69,137,1
50,90,95,2,23,195,0
21,54,306,7,27,128,0
44,95,401,7,55,222,0
74,46,458,9,29,75,0
64,93,110,7,49,218,0
54,57,154,6,35,37,0
88,63,386,1,49,175,1
99,57,63,2,83,295,0
94,15,350,8,30,241,0
71,43,126,1,53,106,0
58,72,279,6,74,14,0
34,87,216,0,23,45,0
32,57,115,2,68,130,0
33,32,81,0,63,277,1
47,93,145,5,50,15,0
37,22,107,3,67,199,0
30,56,153,0,45,24,1
63,53,361,4,89,277,0
27,41,183,3,31,239,1
45,35,266,9,64,231,0
54,62,116,9,27,231,0
82,23,227,1,28,276,0
62,61,423,6,20,283,0
39,45,296,7,24,128,0
69,17,343,3,73,199,0
41,49,284,8,43,75,0
